CARTON 1;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CARTON 2;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10
0545;1;2;5;9;27;31;32;33;40;56;8;10;12;13;15;22;26;27;58;59;1;5;17;25;31;35;50;51;52;55;1145;1;3;11;16;22;38;41;47;48;52;2;6;10;11;14;23;26;29;33;44;15;18;22;33;39;42;49;50;52;55
0546;3;7;9;10;25;36;40;49;56;58;2;14;21;24;35;40;42;45;48;49;1;8;13;24;28;34;45;47;48;51;1146;13;17;24;37;41;43;49;53;55;58;1;8;25;28;38;41;42;43;46;49;1;3;10;13;14;25;40;43;45;55
0547;4;10;13;19;23;25;31;38;46;48;3;9;19;25;31;39;40;43;51;59;2;6;11;26;29;31;45;54;57;59;1147;1;6;18;26;35;36;38;48;57;58;4;9;24;33;38;39;42;52;53;59;4;5;6;8;9;21;34;42;56;60
0548;7;8;21;27;32;39;41;42;51;56;12;21;25;28;36;38;41;42;46;47;1;5;7;14;16;27;29;31;49;59;1148;30;31;32;37;40;47;50;52;56;60;20;28;31;39;40;43;44;50;53;60;6;15;25;26;29;37;38;43;55;60
0549;5;7;10;13;20;24;28;37;53;57;1;2;7;12;15;16;31;33;39;59;9;16;24;28;33;45;46;52;54;55;1149;2;12;13;21;23;24;36;45;48;52;22;23;25;37;39;42;43;46;54;58;1;2;8;12;18;24;30;39;55;59
0550;5;16;17;18;27;31;35;39;50;53;2;13;14;16;29;32;37;42;43;57;8;13;22;27;28;33;39;54;58;59;1150;11;19;20;21;26;31;41;42;43;56;3;5;6;9;28;36;38;40;44;45;5;9;18;19;20;23;27;38;44;56
0551;10;11;21;22;29;34;35;36;46;56;1;15;33;34;35;41;47;50;51;52;2;8;12;21;27;28;40;43;50;56;1151;1;26;27;28;34;49;52;54;55;60;17;23;24;31;32;38;39;42;47;52;1;10;12;15;22;26;31;43;49;57
0552;8;10;13;16;24;26;34;48;51;54;3;12;14;22;23;28;31;44;57;58;6;7;10;15;17;21;34;42;51;53;1152;2;18;36;37;42;46;50;54;55;59;1;12;14;15;17;19;28;33;49;53;11;18;19;25;31;37;45;51;55;56
0553;7;19;29;32;37;45;50;53;59;60;2;5;14;22;32;33;35;36;38;59;5;12;13;32;37;41;50;51;53;58;1153;5;21;25;27;28;42;45;47;57;60;1;7;14;15;17;40;53;55;56;58;4;9;10;32;33;34;42;49;50;51
0554;4;8;14;23;24;28;38;39;41;58;1;2;9;12;28;33;36;40;49;56;3;8;11;13;16;21;28;40;55;57;1154;5;9;11;12;22;29;31;42;46;48;21;25;26;29;33;38;39;40;49;53;2;9;10;27;29;31;44;48;59;60
0555;5;16;20;25;27;30;31;36;50;55;7;11;16;31;37;43;47;48;49;59;2;22;24;27;32;42;45;48;51;60;1155;4;5;10;17;22;32;42;54;58;60;10;16;21;36;39;40;42;43;57;59;1;8;15;20;29;30;46;48;56;57
0556;2;20;21;30;31;39;43;48;56;59;4;8;12;16;23;38;51;55;58;60;1;14;20;25;33;44;53;54;55;58;1156;13;19;32;34;38;41;45;53;54;55;5;16;18;19;35;37;41;43;45;46;1;16;28;30;35;38;44;51;52;54
0557;4;10;17;18;23;25;34;36;49;51;4;5;8;18;20;28;49;53;56;57;3;13;14;15;28;30;44;51;52;59;1157;5;19;23;30;37;40;45;51;53;56;3;6;29;33;40;41;44;48;52;59;4;12;15;25;28;44;46;52;53;54
0558;5;8;13;16;17;18;27;28;30;43;3;16;20;27;32;38;40;49;50;57;1;11;21;23;24;42;50;52;53;59;1158;1;5;17;19;22;26;30;38;44;60;1;7;12;18;19;35;38;40;45;59;8;16;20;23;25;26;29;40;47;55
0559;5;16;17;20;31;45;46;50;53;59;11;18;23;26;35;41;47;48;49;56;5;8;9;18;25;30;32;49;51;57;1159;10;14;22;35;37;38;44;46;50;54;1;5;12;16;19;24;25;37;56;60;1;9;30;41;43;51;53;54;56;60
0560;1;4;17;37;39;40;41;42;47;55;1;3;4;10;14;15;29;32;34;35;8;11;14;24;26;32;44;46;51;60;1160;16;20;21;22;33;45;46;53;55;58;3;8;10;18;24;26;37;38;42;50;5;10;19;22;32;36;39;43;45;55
0561;5;16;20;24;30;42;46;49;51;59;4;5;16;32;36;39;54;55;58;59;10;15;27;28;33;34;46;56;57;59;1161;4;7;17;25;30;38;40;43;45;46;5;10;13;15;20;28;36;38;42;43;11;12;14;15;20;35;42;43;54;56
0562;8;19;20;35;36;38;43;46;47;54;9;12;13;14;16;21;24;30;46;60;2;3;4;9;15;26;35;40;46;59;1162;2;7;10;24;25;27;28;37;58;59;4;13;19;24;34;36;46;51;55;59;20;21;26;28;31;34;35;39;41;45
0563;8;10;20;24;27;35;36;43;47;52;6;11;15;16;18;33;35;39;40;43;14;18;22;26;31;33;40;42;48;57;1163;2;5;14;16;20;41;50;53;56;59;16;26;32;37;39;42;51;53;57;58;24;28;30;32;33;39;40;41;44;54
0564;9;12;20;22;23;24;33;35;45;59;1;2;24;28;30;42;43;52;55;56;1;3;11;21;25;26;27;34;38;58;1164;8;21;27;31;33;40;45;50;55;60;6;16;24;27;31;32;39;50;52;58;3;19;25;26;30;41;42;48;56;60
0565;10;11;15;17;23;24;28;35;50;51;1;14;32;38;41;51;52;56;58;60;20;27;28;40;43;46;47;50;57;59;1165;3;16;24;27;34;41;47;49;56;59;9;17;21;23;25;34;35;40;43;54;15;17;18;38;39;43;45;46;47;55
0566;3;7;9;15;16;28;35;36;48;54;1;8;27;36;47;48;49;53;56;58;7;10;15;27;33;38;41;47;48;60;1166;5;9;19;28;39;40;44;58;59;60;8;11;13;14;20;22;26;37;38;48;7;16;18;27;36;41;43;48;49;54
0567;5;28;29;36;44;45;46;50;51;55;4;10;14;28;34;36;41;43;49;54;3;14;16;24;29;33;39;40;42;43;1167;2;3;4;17;22;31;38;47;50;54;2;4;6;9;14;15;27;29;31;52;4;13;21;25;39;40;42;45;51;59
0568;1;16;17;19;29;30;31;54;57;60;1;9;10;15;23;24;34;35;39;46;2;5;8;13;18;32;42;52;54;56;1168;14;22;23;25;26;34;36;40;52;59;1;3;19;21;26;29;36;55;57;60;2;5;23;34;38;46;48;49;52;53
0569;18;19;23;25;33;36;39;40;51;55;3;5;23;40;44;46;49;55;58;59;2;4;19;20;36;39;52;54;57;60;1169;4;5;11;15;28;29;32;41;44;53;5;6;12;19;20;23;27;41;47;50;1;2;19;20;39;40;43;45;50;54
0570;2;12;18;20;22;25;30;36;38;41;3;4;7;23;24;32;38;39;43;47;2;5;15;19;22;36;39;41;49;59;1170;1;5;13;18;22;28;37;38;50;59;3;12;17;20;26;41;42;43;48;51;9;23;27;32;33;35;42;52;54;58
0571;18;23;25;36;43;44;45;49;56;58;4;8;26;29;39;49;52;53;54;58;1;8;10;12;21;30;39;53;54;55;1171;10;14;19;21;31;37;40;42;51;53;1;3;4;15;16;31;34;41;49;56;5;6;15;21;22;23;25;29;49;52
0572;1;5;12;20;21;23;27;48;57;60;4;16;20;36;39;44;46;52;54;59;5;11;14;33;34;36;46;48;52;57;1172;3;11;21;28;31;39;47;48;55;58;1;20;21;23;25;26;38;45;52;59;13;14;16;19;29;31;37;38;46;49
0573;9;17;24;28;30;33;38;44;53;55;5;9;20;30;32;34;35;36;39;58;4;21;23;28;33;36;42;52;57;58;1173;4;8;12;15;19;23;38;39;56;57;4;6;27;28;35;36;51;52;53;60;1;5;10;27;44;50;53;56;57;59
0574;11;17;18;24;32;37;41;46;49;60;11;12;21;28;33;45;47;51;52;58;4;11;21;23;25;27;37;40;41;53;1174;2;3;10;28;30;32;46;48;58;60;1;5;7;11;12;27;36;43;44;47;2;12;19;20;25;36;46;53;56;60
0575;3;4;5;9;14;26;44;53;57;58;1;5;15;19;21;23;24;34;42;54;2;5;8;12;14;15;19;20;53;56;1175;1;2;4;15;24;32;40;41;49;55;10;11;15;22;35;36;43;48;50;58;5;6;12;24;38;42;47;52;54;59
0576;5;12;13;14;17;23;32;36;42;46;2;3;4;10;22;25;30;41;47;55;6;10;11;12;20;21;22;36;41;44;1176;10;14;19;23;32;38;42;48;51;56;6;8;14;18;23;28;30;51;57;58;9;16;28;32;42;46;47;48;51;56
0577;6;11;18;21;27;29;35;49;50;56;5;8;13;21;23;33;43;45;48;56;9;12;17;27;28;30;40;41;46;50;1177;4;6;10;11;21;22;28;42;56;57;12;16;21;30;31;33;35;37;56;60;7;10;15;16;21;28;30;35;45;47
0578;8;11;12;31;33;45;49;50;51;56;3;13;17;19;20;46;54;55;56;60;3;13;20;21;26;30;46;54;56;57;1178;3;29;40;47;49;50;52;57;58;59;3;8;20;31;32;39;41;42;44;54;1;4;5;7;9;17;28;33;50;56
0579;2;3;4;7;32;43;45;48;49;60;2;6;15;17;19;26;28;38;42;53;4;18;21;27;30;36;38;39;44;57;1179;7;15;30;35;38;44;45;51;54;59;7;8;11;12;25;29;36;43;49;54;1;3;25;37;39;42;43;51;56;59
0580;10;13;15;17;22;34;40;41;47;51;2;6;8;15;16;21;38;46;48;55;8;10;11;13;14;27;36;42;49;59;1180;12;20;21;23;30;37;43;45;50;53;3;9;13;18;26;28;36;41;44;59;3;6;15;28;37;40;44;47;54;56
0581;7;8;18;19;22;26;27;30;48;56;3;8;10;11;12;23;31;38;39;53;5;9;14;21;24;32;39;47;55;56;1181;1;4;8;14;20;27;34;40;43;50;1;5;8;11;26;27;37;55;57;58;6;10;13;15;17;30;36;37;39;60
0582;8;17;18;19;20;32;46;52;55;58;1;6;8;17;33;34;35;42;44;54;3;4;5;14;16;17;23;48;49;55;1182;4;11;12;14;28;29;32;37;46;54;1;3;6;13;33;37;40;46;49;54;2;5;6;11;21;23;36;54;55;56
0583;4;17;20;25;29;38;44;51;54;59;2;8;16;17;22;39;40;52;57;60;7;11;18;24;30;34;39;41;49;54;1183;2;17;20;24;33;40;46;48;49;59;6;7;8;9;27;30;31;35;55;56;13;15;21;22;30;39;46;49;50;53
0584;3;9;11;12;16;22;24;33;34;46;7;10;15;24;30;31;41;45;55;60;4;15;16;18;19;29;31;35;49;58;1184;3;9;11;21;26;38;43;44;47;53;1;12;14;16;28;32;34;36;38;46;1;3;4;6;7;9;23;28;37;48
0585;1;3;15;17;25;31;34;37;47;52;3;17;20;30;33;40;44;46;55;57;4;15;19;21;23;28;35;46;51;60;1185;11;14;18;21;26;28;32;41;49;56;7;9;17;22;30;32;37;38;42;59;15;19;21;30;34;36;42;50;51;60
0586;11;12;13;14;16;19;34;37;42;49;4;10;12;17;29;33;35;42;43;56;2;4;9;18;25;32;36;47;48;60;1186;5;14;25;27;35;42;43;46;47;51;20;24;33;36;41;46;51;54;56;60;2;5;7;11;13;19;30;39;40;57
0587;2;10;17;20;30;33;34;39;42;59;3;5;7;11;20;25;35;39;45;56;15;17;22;24;32;38;41;54;57;58;1187;5;8;9;15;28;44;48;53;58;60;15;20;22;31;32;33;34;35;36;40;2;10;12;19;35;36;37;38;51;53
0588;1;4;8;10;12;18;27;42;47;50;1;9;12;16;19;22;34;36;47;55;3;17;29;39;42;44;47;50;52;58;1188;23;25;26;27;29;40;43;45;51;57;4;14;20;36;46;48;51;52;54;58;4;5;14;23;30;38;41;44;49;54
0589;6;23;29;33;34;37;42;51;56;57;12;16;19;23;24;30;38;43;46;51;4;10;11;16;28;29;34;46;48;54;1189;4;16;17;20;30;32;37;43;47;55;3;10;12;19;21;27;33;40;41;56;4;8;9;10;14;17;22;38;54;58
0590;5;6;11;16;17;20;35;46;49;51;14;17;27;28;30;33;35;48;52;60;18;27;34;38;39;42;46;49;52;54;1190;3;12;22;25;33;38;41;50;53;58;2;4;9;30;33;35;43;46;49;58;1;13;18;30;49;52;53;54;56;60
0591;3;4;5;6;15;23;36;41;46;57;8;11;16;17;18;24;26;42;45;49;9;19;21;28;29;38;40;43;48;53;1191;7;13;15;19;32;34;39;40;50;54;8;13;29;30;34;38;42;54;56;60;11;19;20;22;26;33;43;51;55;57
0592;1;8;21;24;26;28;42;43;47;58;6;7;9;20;21;27;36;45;49;54;18;19;20;30;34;47;50;52;53;60;1192;2;3;10;26;28;36;47;52;53;55;3;6;8;12;25;29;32;46;54;60;2;25;30;32;34;36;38;52;55;58
0593;3;11;12;19;20;21;43;49;58;59;8;11;18;23;24;34;38;39;44;51;15;17;34;38;39;46;47;49;54;55;1193;4;12;27;31;36;38;42;45;46;60;6;12;14;15;18;25;29;48;51;53;4;12;18;20;22;33;35;40;44;47
0594;4;13;16;17;19;20;27;40;41;60;4;8;13;28;37;40;44;47;51;59;3;7;21;24;41;44;45;46;51;54;1194;4;11;18;19;22;23;35;39;53;54;3;9;21;23;41;45;53;54;55;58;7;8;9;17;18;21;25;29;58;59
0595;2;5;10;16;19;26;41;44;51;54;11;12;15;25;26;43;47;51;53;59;1;5;10;23;29;30;31;35;37;60;1195;2;16;20;24;29;37;40;45;52;59;11;17;23;28;36;42;48;49;53;60;1;2;16;24;25;29;36;46;51;52
0596;1;7;15;16;23;24;25;32;33;37;14;18;19;23;38;40;41;44;49;54;3;8;11;20;26;41;42;45;52;55;1196;2;19;30;39;40;43;47;48;54;60;6;12;22;23;30;31;41;49;50;60;9;28;35;36;43;47;51;53;54;59
0597;2;5;7;23;26;35;42;47;51;55;19;28;32;33;35;39;44;45;50;52;5;8;12;16;20;34;42;49;58;60;1197;5;10;11;21;24;25;29;31;43;55;10;16;20;25;26;39;44;45;57;60;3;11;14;18;21;23;37;43;49;56
0598;4;5;20;28;38;40;43;45;46;52;4;10;24;32;37;40;43;44;45;49;3;5;7;18;22;25;26;27;35;51;1198;5;7;17;18;29;33;35;38;42;50;4;5;9;22;24;27;35;40;54;57;8;11;16;31;32;33;34;37;49;56
0599;6;9;12;28;38;41;42;43;45;58;1;3;7;15;19;45;48;51;56;60;6;10;28;41;42;44;45;48;53;57;1199;11;19;25;26;37;41;47;48;51;59;1;21;23;26;27;29;45;46;56;58;11;15;19;29;30;35;37;38;45;47
0600;2;3;6;12;16;18;19;21;31;34;6;12;18;28;30;33;39;49;55;59;5;7;13;18;30;37;46;51;57;58;1200;5;15;20;21;23;24;25;45;52;54;3;5;9;18;21;22;40;42;46;50;12;13;16;17;20;22;38;46;57;60
